Key	Latitude	Longitude	FIPScode	TZ	Population
Wengaingo, Indonesia	-9.732700	119.345600	18	Asia/Makassar	0
Barakabita, Indonesia	-9.722900	119.360700	18	Asia/Makassar	0
Kabukarudi, Indonesia	-9.724600	119.359600	18	Asia/Makassar	0
Matumadua, Indonesia	-9.389480	119.753710	18	Asia/Makassar	0
Kambatatamakawu, Indonesia	-9.421370	119.893880	18	Asia/Makassar	0
Allu, Indonesia	-3.424700	118.991200	41	Asia/Makassar	0
Petoosang, Indonesia	-3.427700	118.990600	41	Asia/Makassar	0
Narang, Indonesia	-8.776700	120.369000	18	Asia/Makassar	0
Benteng, Indonesia	-8.816500	120.369500	18	Asia/Makassar	0
Keka, Indonesia	-8.820400	120.349800	18	Asia/Makassar	0
Wongka, Indonesia	-8.816000	120.302700	18	Asia/Makassar	0
Paka, Indonesia	-8.779400	120.419000	18	Asia/Makassar	0
Watuweri, Indonesia	-8.784300	120.470600	18	Asia/Makassar	0
Woa, Indonesia	-8.797500	120.499600	18	Asia/Makassar	0
Lamba, Indonesia	-8.805800	120.434500	18	Asia/Makassar	0
Iteng, Indonesia	-8.812000	120.421900	18	Asia/Makassar	0
Wunat, Indonesia	-8.526200	120.221400	18	Asia/Makassar	0
Noa, Indonesia	-8.530500	120.200300	18	Asia/Makassar	0
Handeng, Indonesia	-8.529700	120.135500	18	Asia/Makassar	0
Waepitak, Indonesia	-8.550000	120.249900	18	Asia/Makassar	0
Semang, Indonesia	-8.578300	120.218900	18	Asia/Makassar	0
Jeong, Indonesia	-8.585200	120.230200	18	Asia/Makassar	0
Wasogolo, Indonesia	-8.626800	120.459900	18	Asia/Makassar	0
Pora, Indonesia	-8.708900	120.383800	18	Asia/Makassar	0
Pongkor, Indonesia	-8.713600	120.387700	18	Asia/Makassar	0
Ponggeok, Indonesia	-8.722900	120.414600	18	Asia/Makassar	0
Teber, Indonesia	-8.656200	120.594100	18	Asia/Makassar	0
Bombu, Indonesia	-8.690900	120.516200	18	Asia/Makassar	0
Ntaur Satu, Indonesia	-8.691000	120.529400	18	Asia/Makassar	0
Rentung, Indonesia	-8.674600	120.563700	18	Asia/Makassar	0
Tado, Indonesia	-8.701600	120.595600	18	Asia/Makassar	0
Kawit, Indonesia	-8.721500	120.552000	18	Asia/Makassar	0
Kaca, Indonesia	-8.736100	120.572100	18	Asia/Makassar	0
Pesek, Indonesia	-8.705600	120.617700	18	Asia/Makassar	0
Jawakisa, Indonesia	-8.660400	121.223800	18	Asia/Makassar	0
Gero, Indonesia	-8.703900	121.188100	18	Asia/Makassar	0
Watugase, Indonesia	-8.731000	121.185600	18	Asia/Makassar	0
Funga, Indonesia	-8.668700	121.987800	18	Asia/Makassar	0
Ratenggoji, Indonesia	-8.685100	121.916400	18	Asia/Makassar	0
Wolofeo, Indonesia	-8.721500	121.989700	18	Asia/Makassar	0
Wolobela, Indonesia	-8.737500	121.954300	18	Asia/Makassar	0
Woloara, Indonesia	-8.746800	121.967700	18	Asia/Makassar	0
Woloau, Indonesia	-8.640100	122.015100	18	Asia/Makassar	0
Detuleda, Indonesia	-8.654200	122.043300	18	Asia/Makassar	0
Nirangkliung, Indonesia	-8.655000	122.094000	18	Asia/Makassar	0
Retenggoma, Indonesia	-8.666200	122.068000	18	Asia/Makassar	0
Feondari, Indonesia	-8.667800	122.032600	18	Asia/Makassar	0
Tilang, Indonesia	-8.700600	122.122800	18	Asia/Makassar	0
Riipua, Indonesia	-8.711300	122.091900	18	Asia/Makassar	0
Detupia, Indonesia	-8.729000	122.018800	18	Asia/Makassar	0
Masebewa, Indonesia	-8.727300	122.022300	18	Asia/Makassar	0
Riit, Indonesia	-8.655300	122.127400	18	Asia/Makassar	0
Brai, Indonesia	-8.659000	122.226300	18	Asia/Makassar	0
Nitakloang, Indonesia	-8.669800	122.163600	18	Asia/Makassar	0
Tebuk, Indonesia	-8.683500	122.170800	18	Asia/Makassar	0
Bloro, Indonesia	-8.683700	122.159500	18	Asia/Makassar	0
Kotingnatagete, Indonesia	-8.681600	122.193000	18	Asia/Makassar	0
Kojagete, Indonesia	-8.689900	122.187700	18	Asia/Makassar	0
Diller, Indonesia	-8.694200	122.190500	18	Asia/Makassar	0
Gehaklau, Indonesia	-8.695100	122.198100	18	Asia/Makassar	0
Detung, Indonesia	-8.664000	122.215700	18	Asia/Makassar	0
Tadabliro, Indonesia	-8.684700	122.216200	18	Asia/Makassar	0
Habingkloang, Indonesia	-8.698100	122.247000	18	Asia/Makassar	0
Hokor, Indonesia	-8.734800	122.244100	18	Asia/Makassar	0
Puho, Indonesia	-8.713600	122.193200	18	Asia/Makassar	0
Watubura, Indonesia	-8.718000	122.135300	18	Asia/Makassar	0
Hepang, Indonesia	-8.710500	122.150200	18	Asia/Makassar	0
Fatualam, Indonesia	-9.501000	124.545400	18	Asia/Makassar	0
Leof, Indonesia	-9.577300	124.624100	18	Asia/Makassar	0
Oenak, Indonesia	-9.561400	124.501900	18	Asia/Makassar	0
Naiola, Indonesia	-9.548000	124.505500	18	Asia/Makassar	0
Nibaaf, Indonesia	-9.585900	124.527800	18	Asia/Makassar	0
Baanfaun, Indonesia	-9.586000	124.585900	18	Asia/Makassar	0
Neob, Indonesia	-9.608600	124.597800	18	Asia/Makassar	0
Onan Ganjang, Indonesia	2.158100	98.629600	26	Asia/Jakarta	0
Banjar Dukuh, Indonesia	-8.281900	115.551600	02	Asia/Makassar	0
Banjar Kangkaang, Indonesia	-8.357100	115.612300	02	Asia/Makassar	0
Banjar Buayang, Indonesia	-8.346400	115.613200	02	Asia/Makassar	0
Banjar Kelodan, Indonesia	-8.341600	115.597500	02	Asia/Makassar	0
Penggakrajeng, Indonesia	-8.324200	115.618000	02	Asia/Makassar	0
Biaslantang Kaler, Indonesia	-8.336000	115.628800	02	Asia/Makassar	0
Loloan, Indonesia	-8.256200	116.439500	17	Asia/Makassar	0
Lelongken, Indonesia	-8.322600	116.496600	17	Asia/Makassar	0
Karanggedang, Indonesia	-8.222700	116.398800	17	Asia/Makassar	0
Anyar, Indonesia	-8.230100	116.425000	17	Asia/Makassar	0
Pali, Indonesia	-8.376500	118.309300	17	Asia/Makassar	0
Nusajaya, Indonesia	-8.481700	118.306400	17	Asia/Makassar	0
Lanci Satu, Indonesia	-8.493200	118.317600	17	Asia/Makassar	0
Sumur Lima, Indonesia	-8.493900	118.299100	17	Asia/Makassar	0
Samangawah, Indonesia	-8.495500	118.299100	17	Asia/Makassar	0
Komerda, Indonesia	-9.632400	119.410300	18	Asia/Makassar	0
Kalimbukuni, Indonesia	-9.636200	119.436100	18	Asia/Makassar	0
Tibutana, Indonesia	-9.633700	119.425900	18	Asia/Makassar	0
Tebara, Indonesia	-9.637200	119.430800	18	Asia/Makassar	0
Wailiang, Indonesia	-9.635500	119.407000	18	Asia/Makassar	0
Kotawaikabubak, Indonesia	-9.637600	119.422900	18	Asia/Makassar	0
Puukadelu, Indonesia	-9.650800	119.409800	18	Asia/Makassar	0
Litibakul, Indonesia	-9.699600	119.436000	18	Asia/Makassar	0
Barabedang, Indonesia	-9.693600	119.456200	18	Asia/Makassar	0
Toupopu, Indonesia	-9.702800	119.471700	18	Asia/Makassar	0
Waimadaka, Indonesia	-9.708300	119.410800	18	Asia/Makassar	0
Praimutung, Indonesia	-9.723200	119.456200	18	Asia/Makassar	0
Lahihagalang, Indonesia	-9.722000	119.453400	18	Asia/Makassar	0
Maledona, Indonesia	-9.723000	119.385200	18	Asia/Makassar	0
Padedewatu, Indonesia	-9.748100	119.401200	18	Asia/Makassar	0
Tarimbang, Indonesia	-9.970140	119.953620	18	Asia/Makassar	0
Laiponda, Indonesia	-9.862500	119.896300	18	Asia/Makassar	0
Tanarara, Indonesia	-9.633600	119.544600	18	Asia/Makassar	0
Tamanaimahu, Indonesia	-9.637900	119.600800	18	Asia/Makassar	0
Prailangina, Indonesia	-9.648520	119.745360	18	Asia/Makassar	0
Ncera, Indonesia	-8.634900	118.744600	17	Asia/Makassar	0
Lido, Indonesia	-8.629400	118.734100	17	Asia/Makassar	0
Ompuboi, Indonesia	-8.628400	118.710200	17	Asia/Makassar	0
Simpasai, Indonesia	-8.691500	118.665400	17	Asia/Makassar	0
Waworada, Indonesia	-8.669600	118.688100	17	Asia/Makassar	0
Karano, Indonesia	-8.707600	118.729800	17	Asia/Makassar	0
Watuka, Indonesia	-8.755200	120.710600	18	Asia/Makassar	0
Waekolong, Indonesia	-8.758100	120.729300	18	Asia/Makassar	0
Gurung, Indonesia	-8.771500	120.638300	18	Asia/Makassar	0
Waerana, Indonesia	-8.781800	120.715200	18	Asia/Makassar	0
Kipo, Indonesia	-8.776000	120.677400	18	Asia/Makassar	0
Munde, Indonesia	-8.792600	120.737300	18	Asia/Makassar	0
Sere, Indonesia	-8.816100	120.668000	18	Asia/Makassar	0
Muting, Indonesia	-8.848800	120.698860	18	Asia/Makassar	0
Boganatar, Indonesia	-8.504300	122.640500	18	Asia/Makassar	0
Sukutukang, Indonesia	-8.503400	122.713900	18	Asia/Makassar	0
Welamosa, Indonesia	-8.605800	121.717630	18	Asia/Makassar	0
Aelande, Indonesia	-8.595650	121.725200	18	Asia/Makassar	0
Wolomuku, Indonesia	-8.604200	121.740420	18	Asia/Makassar	0
Londe, Indonesia	-8.606210	121.728560	18	Asia/Makassar	0
Ritapiret, Indonesia	-8.671800	122.174600	18	Asia/Makassar	0
Halat, Indonesia	-8.683200	122.207300	18	Asia/Makassar	0
Natarleba, Indonesia	-8.513900	122.541000	18	Asia/Makassar	0
Talibura, Indonesia	-8.524600	122.525500	18	Asia/Makassar	0
Hila, Indonesia	-8.562800	122.613000	18	Asia/Makassar	0
Wolometang, Indonesia	-8.587300	122.597100	18	Asia/Makassar	0
Natarmage, Indonesia	-8.603100	122.566700	18	Asia/Makassar	0
Ewa, Indonesia	-8.623500	122.507300	18	Asia/Makassar	0
Boru, Indonesia	-8.525200	122.710800	18	Asia/Makassar	0
Duang, Indonesia	-8.557700	122.727500	18	Asia/Makassar	0
Hewa, Indonesia	-8.593500	122.705700	18	Asia/Makassar	0
Watubuku, Indonesia	-8.605000	122.743000	18	Asia/Makassar	0
Kokang, Indonesia	-8.615800	122.684700	18	Asia/Makassar	0
Palue, Indonesia	-8.469100	122.707000	18	Asia/Makassar	0
Adirejo, Indonesia	-8.212010	112.638750	08	Asia/Jakarta	0
Putat Lor, Indonesia	-8.156310	112.643490	08	Asia/Jakarta	0
Segaran, Indonesia	-8.241990	112.630700	08	Asia/Jakarta	0
Dajan Tangluk, Indonesia	-8.645800	115.238900	02	Asia/Makassar	0
Karyadharma, Indonesia	-8.703700	115.218700	02	Asia/Makassar	0
Jabajero, Indonesia	-8.727670	115.175020	02	Asia/Makassar	0
Cempa Pasar, Indonesia	-3.748600	119.584200	38	Asia/Makassar	0
Kelanabian, Indonesia	-8.751900	115.176900	02	Asia/Makassar	0
Kangin, Indonesia	-8.832200	115.125500	02	Asia/Makassar	0
Klatakan, Indonesia	-8.176200	114.383400	08	Asia/Jakarta	0
Kebunjeruk, Indonesia	-8.197700	114.377600	08	Asia/Jakarta	0
Grobokan, Indonesia	-8.204600	114.379200	08	Asia/Jakarta	0
Sritanjung, Indonesia	-8.207500	114.377100	08	Asia/Jakarta	0
Ujung, Indonesia	-8.213700	114.381800	08	Asia/Jakarta	0
Kaliasin, Indonesia	-8.220300	114.377800	08	Asia/Jakarta	0
Possumur, Indonesia	-8.042400	114.419700	08	Asia/Jakarta	0
Kampungbaru, Indonesia	-8.502100	116.664400	17	Asia/Makassar	0
Pringgabaya, Indonesia	-8.557000	116.631900	17	Asia/Makassar	0
Delod Pangkung, Indonesia	-8.381200	114.635400	02	Asia/Makassar	0
Banjar Dauhmarga, Indonesia	-8.391600	114.672600	02	Asia/Makassar	0
Banjar Tegakgede, Indonesia	-8.393700	114.775500	02	Asia/Makassar	0
Banjar Delodsetra, Indonesia	-8.398700	114.817800	02	Asia/Makassar	0
Pekutatan, Indonesia	-8.420700	114.822800	02	Asia/Makassar	0
Banjar Dangin Pangkung, Indonesia	-8.427300	114.838600	02	Asia/Makassar	0
Banjar Asahduren, Indonesia	-8.398100	114.852500	02	Asia/Makassar	0
Banjar Swastika, Indonesia	-8.431800	114.860000	02	Asia/Makassar	0
Lokokrangan, Indonesia	-8.255000	116.259100	17	Asia/Makassar	0
Tanahsong Daya, Indonesia	-8.351200	116.167800	17	Asia/Makassar	0
Prawira, Indonesia	-8.361100	116.144100	17	Asia/Makassar	0
Todo, Indonesia	-8.371800	116.181900	17	Asia/Makassar	0
Santong, Indonesia	-8.317800	116.286700	17	Asia/Makassar	0
Labuhankuris, Indonesia	-8.580610	117.634400	18	Asia/Makassar	0
Lukkarya, Indonesia	-8.428800	117.288100	17	Asia/Makassar	0
Waiha, Indonesia	-9.635600	119.043000	18	Asia/Makassar	0
Ngondokandawu, Indonesia	-9.660200	119.076300	18	Asia/Makassar	0
Panenggoede, Indonesia	-9.670100	119.051100	18	Asia/Makassar	0
Kalembutillu, Indonesia	-9.560400	119.243650	18	Asia/Makassar	0
Weetombo, Indonesia	-9.566000	119.128400	18	Asia/Makassar	0
Weekombaka, Indonesia	-9.510000	119.141900	18	Asia/Makassar	0
Radamata, Indonesia	-9.549000	119.146000	18	Asia/Makassar	0
Pasonobenu, Indonesia	-9.550200	119.170500	18	Asia/Makassar	0
Manola, Indonesia	-9.563900	119.201400	18	Asia/Makassar	0
Weekaka, Indonesia	-9.566200	119.220600	18	Asia/Makassar	0
Delo, Indonesia	-9.594800	119.212500	18	Asia/Makassar	0
Ombakamia, Indonesia	-9.522400	119.303700	18	Asia/Makassar	0
Weegaingo, Indonesia	-9.527800	119.352100	18	Asia/Makassar	0
Watulabara, Indonesia	-9.529500	119.267400	18	Asia/Makassar	0
Weerame, Indonesia	-9.541800	119.287600	18	Asia/Makassar	0
Andelara, Indonesia	-9.543300	119.311500	18	Asia/Makassar	0
Weelimbu, Indonesia	-9.562300	119.337400	18	Asia/Makassar	0
Ombarade, Indonesia	-9.562780	119.302200	18	Asia/Makassar	0
Andekantor, Indonesia	-9.582000	119.367000	18	Asia/Makassar	0
Weepanapi, Indonesia	-9.573900	119.445600	18	Asia/Makassar	0
Bondoboghila, Indonesia	-9.411600	119.353200	18	Asia/Makassar	0
Weepangali, Indonesia	-9.426600	119.263500	18	Asia/Makassar	0
Tanatoku, Indonesia	-9.521000	119.539300	18	Asia/Makassar	0
Tamaau, Indonesia	-9.590400	119.555700	18	Asia/Makassar	0
Katikuloko, Indonesia	-9.597700	119.542600	18	Asia/Makassar	0
Wailolung, Indonesia	-9.587500	119.581600	18	Asia/Makassar	0
Waihibar, Indonesia	-9.609900	119.623700	18	Asia/Makassar	0
Manukaka, Indonesia	-9.597200	119.587600	18	Asia/Makassar	0
Kabondok, Indonesia	-9.599400	119.572000	18	Asia/Makassar	0
Galubakul, Indonesia	-9.620740	119.566710	18	Asia/Makassar	0
Teongtoda, Indonesia	-8.643100	120.004100	18	Asia/Makassar	0
Werang, Indonesia	-8.648800	120.010600	18	Asia/Makassar	0
Rambang, Indonesia	-8.648000	120.046200	18	Asia/Makassar	0
Nunang, Indonesia	-8.720200	120.004400	18	Asia/Makassar	0
Dahot, Indonesia	-8.647400	120.072300	18	Asia/Makassar	0
Laci, Indonesia	-8.693900	120.106900	18	Asia/Makassar	0
Montongkemong, Indonesia	-8.490500	116.554300	17	Asia/Makassar	0
Rasabou, Indonesia	-8.536900	118.254900	17	Asia/Makassar	0
Npongge, Indonesia	-8.553100	118.292300	17	Asia/Makassar	0
Waikambila, Indonesia	-9.532400	119.669000	18	Asia/Makassar	0
Bolubewa, Indonesia	-9.533000	119.713600	18	Asia/Makassar	0
Paukate, Indonesia	-8.812800	120.854400	18	Asia/Makassar	0
Waelengga, Indonesia	-8.826100	120.807300	18	Asia/Makassar	0
Lurut, Indonesia	-8.652800	120.659100	18	Asia/Makassar	0
Waling, Indonesia	-8.646600	120.637800	18	Asia/Makassar	0
Ngusu, Indonesia	-8.706500	120.676900	18	Asia/Makassar	0
Lewe, Indonesia	-8.744000	120.645200	18	Asia/Makassar	0
Pejek, Indonesia	-8.646100	120.722500	18	Asia/Makassar	0
Ranambeling, Indonesia	-8.659500	120.712900	18	Asia/Makassar	0
Mukun, Indonesia	-8.658000	120.696100	18	Asia/Makassar	0
Dalo, Indonesia	-8.659300	120.696500	18	Asia/Makassar	0
Pedak, Indonesia	-8.671000	120.693100	18	Asia/Makassar	0
Sawirara, Indonesia	-9.392500	119.478000	18	Asia/Makassar	0
Lokori, Indonesia	-9.419400	119.398000	18	Asia/Makassar	0
Malata, Indonesia	-9.446600	119.384500	18	Asia/Makassar	0
Bolengpulau, Indonesia	-8.438400	119.994300	18	Asia/Makassar	0
Rungkam, Indonesia	-8.473400	119.989600	18	Asia/Makassar	0
Waewaso, Indonesia	-8.490500	119.896700	18	Asia/Makassar	0
Cempa, Indonesia	-8.493000	119.878200	18	Asia/Makassar	0
Puunage, Indonesia	-8.881600	121.212500	18	Asia/Makassar	0
Maukeli, Indonesia	-8.893200	121.161600	18	Asia/Makassar	0
Batawa, Indonesia	-8.895400	121.148200	18	Asia/Makassar	0
Maumbawa, Indonesia	-8.898500	121.136800	18	Asia/Makassar	0
Maumaru, Indonesia	-10.003600	120.497800	18	Asia/Makassar	0
Panjir, Indonesia	-10.025000	120.407200	18	Asia/Makassar	0
Umanggudang, Indonesia	-10.053300	120.483900	18	Asia/Makassar	0
Latang, Indonesia	-10.096300	120.381500	18	Asia/Makassar	0
Landa, Indonesia	-9.592300	120.223300	18	Asia/Makassar	0
Tambulatana, Indonesia	-9.512800	120.197900	18	Asia/Makassar	0
Praimarada, Indonesia	-9.891280	120.621650	18	Asia/Makassar	0
Nasawewe, Indonesia	-8.882900	121.279600	18	Asia/Makassar	0
Bongewu, Indonesia	-8.778500	120.953900	18	Asia/Makassar	0
Bogenga, Indonesia	-8.776900	120.961300	18	Asia/Makassar	0
Trikora, Indonesia	-8.786500	120.971500	18	Asia/Makassar	0
Ngedukelu, Indonesia	-8.787700	120.974800	18	Asia/Makassar	0
Kisanata, Indonesia	-8.790100	120.969700	18	Asia/Makassar	0
Tanalodu, Indonesia	-8.790800	120.974000	18	Asia/Makassar	0
Mari, Indonesia	-8.827700	120.961700	18	Asia/Makassar	0
Bojawa, Indonesia	-8.834100	120.959300	18	Asia/Makassar	0
Maunuri, Indonesia	-8.889900	121.280600	18	Asia/Makassar	0
Romba, Indonesia	-8.903900	121.296100	18	Asia/Makassar	0
Bengga, Indonesia	-8.908450	121.309710	18	Asia/Makassar	0
Wangkung, Indonesia	-8.516100	120.009200	18	Asia/Makassar	0
Betong, Indonesia	-8.516000	120.048800	18	Asia/Makassar	0
Ndewel, Indonesia	-8.583860	120.048640	18	Asia/Makassar	0
Tondongraja, Indonesia	-8.583300	120.058200	18	Asia/Makassar	0
Golondalas, Indonesia	-8.593800	120.018000	18	Asia/Makassar	0
Ranggawatu, Indonesia	-8.612150	120.044410	18	Asia/Makassar	0
Bambor, Indonesia	-8.612600	120.059800	18	Asia/Makassar	0
Mberheleng, Indonesia	-8.512100	120.066100	18	Asia/Makassar	0
Zepe, Indonesia	-8.768130	121.093190	18	Asia/Makassar	0
Pogo, Indonesia	-8.796200	121.108600	18	Asia/Makassar	0
Mangulewa, Indonesia	-8.819400	121.018600	18	Asia/Makassar	0
Ranisoba, Indonesia	-8.823100	121.019400	18	Asia/Makassar	0
Dorupare, Indonesia	-8.822900	121.053000	18	Asia/Makassar	0
Mataloko, Indonesia	-8.820600	121.063000	18	Asia/Makassar	0
Sobo, Indonesia	-8.823700	121.022400	18	Asia/Makassar	0
Taka, Indonesia	-8.840600	121.114000	18	Asia/Makassar	0
Warekeo, Indonesia	-8.844500	121.010900	18	Asia/Makassar	0
Jadho, Indonesia	-8.842800	121.051100	18	Asia/Makassar	0
Nuamuzi, Indonesia	-8.856700	121.012000	18	Asia/Makassar	0
Waturoka, Indonesia	-8.871400	121.085200	18	Asia/Makassar	0
Kampungbajo, Indonesia	-8.345700	120.148100	18	Asia/Makassar	0
Genang, Indonesia	-8.346200	120.200600	18	Asia/Makassar	0
Toroloji, Indonesia	-8.358200	120.169300	18	Asia/Makassar	0
Tibakisa, Indonesia	-8.757100	121.178800	18	Asia/Makassar	0
Wologama, Indonesia	-8.778500	121.243800	18	Asia/Makassar	0
Jawagae, Indonesia	-8.768100	121.236600	18	Asia/Makassar	0
Mulakoli, Indonesia	-8.804400	121.218000	18	Asia/Makassar	0
Wolonio, Indonesia	-8.783300	121.219000	18	Asia/Makassar	0
Rega, Indonesia	-8.767800	121.208600	18	Asia/Makassar	0
Wudu, Indonesia	-8.774200	121.203400	18	Asia/Makassar	0
Nunukae, Indonesia	-8.801100	121.153000	18	Asia/Makassar	0
Padhahegha, Indonesia	-8.773300	121.137000	18	Asia/Makassar	0
Hobonio, Indonesia	-8.786700	121.125600	18	Asia/Makassar	0
Wagha, Indonesia	-8.867850	121.158860	18	Asia/Makassar	0
Doya, Indonesia	-8.823400	121.162600	18	Asia/Makassar	0
Sukamaju, Indonesia	-8.856400	121.193000	18	Asia/Makassar	0
Pajoreja, Indonesia	-8.844900	121.195600	18	Asia/Makassar	0
Dawe, Indonesia	-8.845600	121.203200	18	Asia/Makassar	0
Lokawolo, Indonesia	-8.840600	121.210200	18	Asia/Makassar	0
Gelu, Indonesia	-8.850300	121.218000	18	Asia/Makassar	0
Pusu, Indonesia	-8.832800	121.247800	18	Asia/Makassar	0
Nggilat, Indonesia	-8.308200	120.250300	18	Asia/Makassar	0
Sambelia, Indonesia	-8.379100	116.686900	17	Asia/Makassar	0
Waetuwa, Indonesia	-8.379600	120.606200	18	Asia/Makassar	0
Golopau, Indonesia	-8.410100	120.550200	18	Asia/Makassar	0
Waso, Indonesia	-8.429800	120.585900	18	Asia/Makassar	0
Bentengjawa, Indonesia	-8.456900	120.572200	18	Asia/Makassar	0
Rentung, Indonesia	-8.457200	120.549800	18	Asia/Makassar	0
Golomunta, Indonesia	-8.463600	120.512800	18	Asia/Makassar	0
Kenca, Indonesia	-8.472700	120.559000	18	Asia/Makassar	0
Moso, Indonesia	-8.478100	120.512100	18	Asia/Makassar	0
Necak, Indonesia	-8.491800	120.619000	18	Asia/Makassar	0
Naru, Indonesia	-8.764500	120.986300	18	Asia/Makassar	0
Lekosoro, Indonesia	-8.782600	120.979300	18	Asia/Makassar	0
Bosiko, Indonesia	-8.810100	120.990700	18	Asia/Makassar	0
Pasolapida, Indonesia	-9.640000	119.163100	18	Asia/Makassar	0
Dampek, Indonesia	-8.301000	120.593800	18	Asia/Makassar	0
Satarteu, Indonesia	-8.321000	120.517800	18	Asia/Makassar	0
Weleng, Indonesia	-8.405000	120.523310	18	Asia/Makassar	0
Nangahaledoi, Indonesia	-8.632500	122.319300	18	Asia/Makassar	0
Waipare, Indonesia	-8.637400	122.278700	18	Asia/Makassar	0
Higetegera, Indonesia	-8.646400	122.274400	18	Asia/Makassar	0
Kawapante, Indonesia	-8.646100	122.295800	18	Asia/Makassar	0
Nitakloang, Indonesia	-8.662200	122.291500	18	Asia/Makassar	0
Watuliwung, Indonesia	-8.657900	122.254300	18	Asia/Makassar	0
Potet, Indonesia	-8.683000	122.308100	18	Asia/Makassar	0
Kloangrotat, Indonesia	-8.679300	122.335500	18	Asia/Makassar	0
Aibura, Indonesia	-8.667000	122.331900	18	Asia/Makassar	0
Baobatun, Indonesia	-8.687300	122.281100	18	Asia/Makassar	0
Magetlegar, Indonesia	-8.698600	122.351400	18	Asia/Makassar	0
Ojan, Indonesia	-8.702600	122.260700	18	Asia/Makassar	0
Bei, Indonesia	-8.700600	122.270700	18	Asia/Makassar	0
Watublapi, Indonesia	-8.701000	122.313200	18	Asia/Makassar	0
Kloangpopot, Indonesia	-8.711500	122.351800	18	Asia/Makassar	0
Habibola, Indonesia	-8.749000	122.370400	18	Asia/Makassar	0
Wolokoli, Indonesia	-8.728100	122.280500	18	Asia/Makassar	0
Taranggatar, Indonesia	-8.738300	122.270900	18	Asia/Makassar	0
Tiang, Indonesia	-8.001500	111.888300	08	Asia/Jakarta	0
Tebokan, Indonesia	-8.005600	111.913700	08	Asia/Jakarta	0
Pulerejo, Indonesia	-8.003000	111.941100	08	Asia/Jakarta	0
Temenggungan, Indonesia	-8.001500	111.982700	08	Asia/Jakarta	0
Ngamba, Indonesia	-8.014600	111.985600	08	Asia/Jakarta	0
Tambakrejo, Indonesia	-8.011000	111.964100	08	Asia/Jakarta	0
Ngasinan, Indonesia	-8.011600	111.931700	08	Asia/Jakarta	0
Sembon, Indonesia	-8.013700	111.902100	08	Asia/Jakarta	0
Sukowidodo Barat, Indonesia	-8.011600	111.891000	08	Asia/Jakarta	0
Setonobendo, Indonesia	-8.018600	111.882900	08	Asia/Jakarta	0
Tamanan, Indonesia	-8.023400	111.893200	08	Asia/Jakarta	0
Pinggirsari, Indonesia	-8.024500	111.941300	08	Asia/Jakarta	0
Salam, Indonesia	-8.025600	111.975900	08	Asia/Jakarta	0
Balong, Indonesia	-8.032100	111.957600	08	Asia/Jakarta	0
Tapan, Indonesia	-8.033200	111.930300	08	Asia/Jakarta	0
Gendingsari, Indonesia	-8.028300	111.909300	08	Asia/Jakarta	0
Bungur, Indonesia	-8.027100	111.888700	08	Asia/Jakarta	0
Simo Satu, Indonesia	-8.036600	111.902900	08	Asia/Jakarta	0
Majan, Indonesia	-8.039300	111.902400	08	Asia/Jakarta	0
Mayangan, Indonesia	-8.038700	111.956100	08	Asia/Jakarta	0
Ngrawan, Indonesia	-8.033900	111.978600	08	Asia/Jakarta	0
Tawangrejo, Indonesia	-8.035700	111.993700	08	Asia/Jakarta	0
Kaliboto, Indonesia	-8.043100	111.979900	08	Asia/Jakarta	0
Bangoan, Indonesia	-8.044300	111.941000	08	Asia/Jakarta	0
Rejoagung, Indonesia	-8.043900	111.913500	08	Asia/Jakarta	0
Kanugrahan, Indonesia	-8.050300	111.899500	08	Asia/Jakarta	0
Batangsaren, Indonesia	-8.054000	111.881000	08	Asia/Jakarta	0
Sentulan, Indonesia	-8.059100	111.889500	08	Asia/Jakarta	0
Kedungtaman, Indonesia	-8.054700	111.911400	08	Asia/Jakarta	0
Bulusari, Indonesia	-8.050200	111.950000	08	Asia/Jakarta	0
Kedungdoro, Indonesia	-8.057700	111.950200	08	Asia/Jakarta	0
Pucung, Indonesia	-8.053000	111.973200	08	Asia/Jakarta	0
Sambirobyong, Indonesia	-8.064900	111.969400	08	Asia/Jakarta	0
Ringinagung, Indonesia	-8.060800	111.932300	08	Asia/Jakarta	0
Mekarsari, Indonesia	-8.064800	111.923700	08	Asia/Jakarta	0
Kepatihan, Indonesia	-8.062900	111.913300	08	Asia/Jakarta	0
Sembung, Indonesia	-8.061000	111.895700	08	Asia/Jakarta	0
Kauman, Indonesia	-8.064900	111.896400	08	Asia/Jakarta	0
Kutoanyar, Indonesia	-8.067700	111.890000	08	Asia/Jakarta	0
Tertek, Indonesia	-8.070400	111.891900	08	Asia/Jakarta	0
Karangwaru, Indonesia	-8.070300	111.898400	08	Asia/Jakarta	0
Tamanan, Indonesia	-8.072200	111.902600	08	Asia/Jakarta	0
Bago, Indonesia	-8.068400	111.909100	08	Asia/Jakarta	0
Ngrukem, Indonesia	-8.078600	111.979400	08	Asia/Jakarta	0
Jabalan, Indonesia	-8.082200	111.966600	08	Asia/Jakarta	0
Selojeneng, Indonesia	-8.078300	111.946600	08	Asia/Jakarta	0
Kudusan, Indonesia	-8.078500	111.926800	08	Asia/Jakarta	0
Jepun, Indonesia	-8.075500	111.910800	08	Asia/Jakarta	0
Serut, Indonesia	-8.081000	111.909700	08	Asia/Jakarta	0
