Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type
1018308,Millville,"Millville,Massachusetts,United States",21152,US,City
1018309,Milton,"Milton,Massachusetts,United States",21152,US,City
1018310,Monson,"Monson,Massachusetts,United States",21152,US,City
1018311,Montague,"Montague,Massachusetts,United States",21152,US,City
1018312,Monterey,"Monterey,Massachusetts,United States",21152,US,City
1018313,Nahant,"Nahant,Massachusetts,United States",21152,US,City
1018314,Nantucket,"Nantucket,Massachusetts,United States",21152,US,City
1018315,Natick,"Natick,Massachusetts,United States",21152,US,City
1018316,Needham,"Needham,Massachusetts,United States",21152,US,City
1018317,Needham Heights,"Needham Heights,Massachusetts,United States",21152,US,City
1018318,New Bedford,"New Bedford,Massachusetts,United States",21152,US,City
1018319,Newbury,"Newbury,Massachusetts,United States",21152,US,City
1018320,Newburyport,"Newburyport,Massachusetts,United States",21152,US,City
1018321,Newton,"Newton,Massachusetts,United States",21152,US,City
1018322,Newton Centre,"Newton Centre,Massachusetts,United States",21152,US,City
1018323,Newton Highlands,"Newton Highlands,Massachusetts,United States",21152,US,City
1018324,Newton Lower Falls,"Newton Lower Falls,Massachusetts,United States",21152,US,City
1018326,Newtonville,"Newtonville,Massachusetts,United States",21152,US,City
1018327,Norfolk,"Norfolk,Massachusetts,United States",21152,US,City
1018328,North Adams,"North Adams,Massachusetts,United States",21152,US,City
1018329,North Amherst,"North Amherst,Massachusetts,United States",21152,US,City
1018330,North Andover,"North Andover,Massachusetts,United States",21152,US,City
1018331,North Attleborough,"North Attleborough,Massachusetts,United States",21152,US,City
1018332,North Billerica,"North Billerica,Massachusetts,United States",21152,US,City
1018333,North Brookfield,"North Brookfield,Massachusetts,United States",21152,US,City
1018334,North Chelmsford,"North Chelmsford,Massachusetts,United States",21152,US,City
1018336,North Dighton,"North Dighton,Massachusetts,United States",21152,US,City
1018337,North Easton,"North Easton,Massachusetts,United States",21152,US,City
1018338,North Grafton,"North Grafton,Massachusetts,United States",21152,US,City
1018339,North Oxford,"North Oxford,Massachusetts,United States",21152,US,City
1018340,North Reading,"North Reading,Massachusetts,United States",21152,US,City
1018341,North Scituate,"North Scituate,Massachusetts,United States",21152,US,City
1018342,North Truro,"North Truro,Massachusetts,United States",21152,US,City
1018343,Northampton,"Northampton,Massachusetts,United States",21152,US,City
1018344,Northborough,"Northborough,Massachusetts,United States",21152,US,City
1018345,Northbridge,"Northbridge,Massachusetts,United States",21152,US,City
1018346,Northfield,"Northfield,Massachusetts,United States",21152,US,City
1018347,Norton,"Norton,Massachusetts,United States",21152,US,City
1018348,Norwell,"Norwell,Massachusetts,United States",21152,US,City
1018349,Norwood,"Norwood,Massachusetts,United States",21152,US,City
1018350,Oak Bluffs,"Oak Bluffs,Massachusetts,United States",21152,US,City
1018351,Oakham,"Oakham,Massachusetts,United States",21152,US,City
1018352,Orange,"Orange,Massachusetts,United States",21152,US,City
1018353,Orleans,"Orleans,Massachusetts,United States",21152,US,City
1018354,Osterville,"Osterville,Massachusetts,United States",21152,US,City
1018355,Otis,"Otis,Massachusetts,United States",21152,US,City
1018356,Oxford,"Oxford,Massachusetts,United States",21152,US,City
1018357,Palmer,"Palmer,Massachusetts,United States",21152,US,City
1018358,Paxton,"Paxton,Massachusetts,United States",21152,US,City
1018359,Peabody,"Peabody,Massachusetts,United States",21152,US,City
1018360,Pembroke,"Pembroke,Massachusetts,United States",21152,US,City
1018361,Pepperell,"Pepperell,Massachusetts,United States",21152,US,City
1018362,Petersham,"Petersham,Massachusetts,United States",21152,US,City
1018363,Pinehurst,"Pinehurst,Massachusetts,United States",21152,US,City
1018364,Pittsfield,"Pittsfield,Massachusetts,United States",21152,US,City
1018365,Plainfield,"Plainfield,Massachusetts,United States",21152,US,City
1018366,Plainville,"Plainville,Massachusetts,United States",21152,US,City
1018367,Plymouth,"Plymouth,Massachusetts,United States",21152,US,City
1018368,Pocasset,"Pocasset,Massachusetts,United States",21152,US,City
1018369,Prides Crossing,"Prides Crossing,Massachusetts,United States",21152,US,City
1018370,Princeton,"Princeton,Massachusetts,United States",21152,US,City
1018371,Provincetown,"Provincetown,Massachusetts,United States",21152,US,City
1018372,Quincy,"Quincy,Massachusetts,United States",21152,US,City
1018373,Randolph,"Randolph,Massachusetts,United States",21152,US,City
1018374,Raynham,"Raynham,Massachusetts,United States",21152,US,City
1018375,Reading,"Reading,Massachusetts,United States",21152,US,City
1018376,Rehoboth,"Rehoboth,Massachusetts,United States",21152,US,City
1018377,Revere,"Revere,Massachusetts,United States",21152,US,City
1018378,Richmond,"Richmond,Massachusetts,United States",21152,US,City
1018379,Rochester,"Rochester,Massachusetts,United States",21152,US,City
1018380,Rockland,"Rockland,Massachusetts,United States",21152,US,City
1018381,Rockport,"Rockport,Massachusetts,United States",21152,US,City
1018383,Rowe,"Rowe,Massachusetts,United States",21152,US,City
1018384,Rowley,"Rowley,Massachusetts,United States",21152,US,City
1018385,Russell,"Russell,Massachusetts,United States",21152,US,City
1018386,Rutland,"Rutland,Massachusetts,United States",21152,US,City
1018388,Sagamore Beach,"Sagamore Beach,Massachusetts,United States",21152,US,City
1018389,Salem,"Salem,Massachusetts,United States",21152,US,City
1018390,Salisbury,"Salisbury,Massachusetts,United States",21152,US,City
1018391,Sandisfield,"Sandisfield,Massachusetts,United States",21152,US,City
1018392,Sandwich,"Sandwich,Massachusetts,United States",21152,US,City
1018393,Saugus,"Saugus,Massachusetts,United States",21152,US,City
1018394,Savoy,"Savoy,Massachusetts,United States",21152,US,City
1018395,Scituate,"Scituate,Massachusetts,United States",21152,US,City
1018396,Seekonk,"Seekonk,Massachusetts,United States",21152,US,City
1018397,Sharon,"Sharon,Massachusetts,United States",21152,US,City
1018398,Sheffield,"Sheffield,Massachusetts,United States",21152,US,City
1018399,Shelburne Falls,"Shelburne Falls,Massachusetts,United States",21152,US,City
1018400,Sherborn,"Sherborn,Massachusetts,United States",21152,US,City
1018401,Shirley,"Shirley,Massachusetts,United States",21152,US,City
1018402,Shrewsbury,"Shrewsbury,Massachusetts,United States",21152,US,City
1018403,Siasconset,"Siasconset,Massachusetts,United States",21152,US,City
1018404,Somerset,"Somerset,Massachusetts,United States",21152,US,City
1018405,Somerville,"Somerville,Massachusetts,United States",21152,US,City
1018406,South Dartmouth,"South Dartmouth,Massachusetts,United States",21152,US,City
1018407,South Deerfield,"South Deerfield,Massachusetts,United States",21152,US,City
1018408,South Easton,"South Easton,Massachusetts,United States",21152,US,City
1018409,South Egremont,"South Egremont,Massachusetts,United States",21152,US,City
1018411,South Hadley,"South Hadley,Massachusetts,United States",21152,US,City
1018412,South Hamilton,"South Hamilton,Massachusetts,United States",21152,US,City
1018413,South Lancaster,"South Lancaster,Massachusetts,United States",21152,US,City
1018414,South Walpole,"South Walpole,Massachusetts,United States",21152,US,City
1018415,South Yarmouth,"South Yarmouth,Massachusetts,United States",21152,US,City
1018416,Southampton,"Southampton,Massachusetts,United States",21152,US,City
1018417,Southborough,"Southborough,Massachusetts,United States",21152,US,City
1018418,Southbridge,"Southbridge,Massachusetts,United States",21152,US,City
1018419,Southwick,"Southwick,Massachusetts,United States",21152,US,City
1018420,Spencer,"Spencer,Massachusetts,United States",21152,US,City
1018421,Springfield,"Springfield,Massachusetts,United States",21152,US,City
1018422,Sterling,"Sterling,Massachusetts,United States",21152,US,City
1018423,Stockbridge,"Stockbridge,Massachusetts,United States",21152,US,City
1018424,Stoneham,"Stoneham,Massachusetts,United States",21152,US,City
1018425,Stoughton,"Stoughton,Massachusetts,United States",21152,US,City
1018426,Stow,"Stow,Massachusetts,United States",21152,US,City
1018427,Sturbridge,"Sturbridge,Massachusetts,United States",21152,US,City
1018428,Sudbury,"Sudbury,Massachusetts,United States",21152,US,City
1018429,Sunderland,"Sunderland,Massachusetts,United States",21152,US,City
1018430,Sutton,"Sutton,Massachusetts,United States",21152,US,City
1018431,Swampscott,"Swampscott,Massachusetts,United States",21152,US,City
1018432,Swansea,"Swansea,Massachusetts,United States",21152,US,City
1018433,Taunton,"Taunton,Massachusetts,United States",21152,US,City
1018434,Templeton,"Templeton,Massachusetts,United States",21152,US,City
1018435,Tewksbury,"Tewksbury,Massachusetts,United States",21152,US,City
1018436,Topsfield,"Topsfield,Massachusetts,United States",21152,US,City
1018437,Townsend,"Townsend,Massachusetts,United States",21152,US,City
1018438,Truro,"Truro,Massachusetts,United States",21152,US,City
1018439,Turners Falls,"Turners Falls,Massachusetts,United States",21152,US,City
1018440,Tyngsboro,"Tyngsboro,Massachusetts,United States",21152,US,City
1018441,Tyringham,"Tyringham,Massachusetts,United States",21152,US,City
1018442,Upton,"Upton,Massachusetts,United States",21152,US,City
1018443,Uxbridge,"Uxbridge,Massachusetts,United States",21152,US,City
1018444,Village of Nagog Woods,"Village of Nagog Woods,Massachusetts,United States",21152,US,City
1018445,Vineyard Haven,"Vineyard Haven,Massachusetts,United States",21152,US,City
1018446,Waban,"Waban,Massachusetts,United States",21152,US,City
1018447,Wakefield,"Wakefield,Massachusetts,United States",21152,US,City
1018448,Wales,"Wales,Massachusetts,United States",21152,US,City
1018449,Walpole,"Walpole,Massachusetts,United States",21152,US,City
1018450,Waltham,"Waltham,Massachusetts,United States",21152,US,City
1018451,Ware,"Ware,Massachusetts,United States",21152,US,City
1018452,Wareham,"Wareham,Massachusetts,United States",21152,US,City
1018453,Warren,"Warren,Massachusetts,United States",21152,US,City
1018454,Watertown,"Watertown,Massachusetts,United States",21152,US,City
1018455,Wayland,"Wayland,Massachusetts,United States",21152,US,City
1018456,Webster,"Webster,Massachusetts,United States",21152,US,City
1018457,Wellesley,"Wellesley,Massachusetts,United States",21152,US,City
1018458,Wellfleet,"Wellfleet,Massachusetts,United States",21152,US,City
1018459,Wenham,"Wenham,Massachusetts,United States",21152,US,City
1018460,West Barnstable,"West Barnstable,Massachusetts,United States",21152,US,City
1018461,West Boylston,"West Boylston,Massachusetts,United States",21152,US,City
1018462,West Bridgewater,"West Bridgewater,Massachusetts,United States",21152,US,City
1018463,West Dennis,"West Dennis,Massachusetts,United States",21152,US,City
1018464,West Falmouth,"West Falmouth,Massachusetts,United States",21152,US,City
1018466,West Newbury,"West Newbury,Massachusetts,United States",21152,US,City
1018467,West Newton,"West Newton,Massachusetts,United States",21152,US,City
1018468,West Roxbury,"West Roxbury,Massachusetts,United States",21152,US,City
1018469,West Springfield,"West Springfield,Massachusetts,United States",21152,US,City
1018470,West Stockbridge,"West Stockbridge,Massachusetts,United States",21152,US,City
1018471,West Tisbury,"West Tisbury,Massachusetts,United States",21152,US,City
1018472,West Townsend,"West Townsend,Massachusetts,United States",21152,US,City
1018473,West Wareham,"West Wareham,Massachusetts,United States",21152,US,City
1018474,West Warren,"West Warren,Massachusetts,United States",21152,US,City
1018475,West Yarmouth,"West Yarmouth,Massachusetts,United States",21152,US,City
1018476,Westborough,"Westborough,Massachusetts,United States",21152,US,City
1018477,Westfield,"Westfield,Massachusetts,United States",21152,US,City
1018478,Westford,"Westford,Massachusetts,United States",21152,US,City
1018479,Westminster,"Westminster,Massachusetts,United States",21152,US,City
1018480,Weston,"Weston,Massachusetts,United States",21152,US,City
1018481,Westport,"Westport,Massachusetts,United States",21152,US,City
1018482,Westwood,"Westwood,Massachusetts,United States",21152,US,City
1018483,Weymouth,"Weymouth,Massachusetts,United States",21152,US,City
1018484,Whately,"Whately,Massachusetts,United States",21152,US,City
1018485,Whitinsville,"Whitinsville,Massachusetts,United States",21152,US,City
1018486,Whitman,"Whitman,Massachusetts,United States",21152,US,City
1018487,Wilbraham,"Wilbraham,Massachusetts,United States",21152,US,City
1018488,Williamsburg,"Williamsburg,Massachusetts,United States",21152,US,City
1018489,Williamstown,"Williamstown,Massachusetts,United States",21152,US,City
1018490,Wilmington,"Wilmington,Massachusetts,United States",21152,US,City
1018491,Winchendon,"Winchendon,Massachusetts,United States",21152,US,City
1018492,Winchester,"Winchester,Massachusetts,United States",21152,US,City
1018493,Windsor,"Windsor,Massachusetts,United States",21152,US,City
1018494,Winthrop,"Winthrop,Massachusetts,United States",21152,US,City
1018495,Woburn,"Woburn,Massachusetts,United States",21152,US,City
1018496,Woods Hole,"Woods Hole,Massachusetts,United States",21152,US,City
1018497,Worcester,"Worcester,Massachusetts,United States",21152,US,City
1018498,Worthington,"Worthington,Massachusetts,United States",21152,US,City
1018499,Wrentham,"Wrentham,Massachusetts,United States",21152,US,City
1018500,Yarmouth Port,"Yarmouth Port,Massachusetts,United States",21152,US,City
1018501,Aberdeen,"Aberdeen,Maryland,United States",21153,US,City
1018502,Aberdeen Proving Ground,"Aberdeen Proving Ground,Maryland,United States",21153,US,City
1018503,Abingdon,"Abingdon,Maryland,United States",21153,US,City
1018504,Accokeek,"Accokeek,Maryland,United States",21153,US,City
1018505,Adamstown,"Adamstown,Maryland,United States",21153,US,City
1018506,Joint Base Andrews Naval Air Facility,"Joint Base Andrews Naval Air Facility,Maryland,United States",21153,US,City
1018507,Annapolis,"Annapolis,Maryland,United States",21153,US,City
1018508,Annapolis Junction,"Annapolis Junction,Maryland,United States",21153,US,City
1018509,Arnold,"Arnold,Maryland,United States",21153,US,City
1018510,Ashton,"Ashton,Maryland,United States",21153,US,City
1018511,Baltimore,"Baltimore,Maryland,United States",21153,US,City
1018512,Bel Air,"Bel Air,Maryland,United States",21153,US,City
1018513,Belcamp,"Belcamp,Maryland,United States",21153,US,City
1018514,Beltsville,"Beltsville,Maryland,United States",21153,US,City
1018515,Berlin,"Berlin,Maryland,United States",21153,US,City
1018516,Bethesda,"Bethesda,Maryland,United States",21153,US,City
1018517,Bethlehem,"Bethlehem,Maryland,United States",21153,US,City
1018518,Bladensburg,"Bladensburg,Maryland,United States",21153,US,City
1018519,Bowie,"Bowie,Maryland,United States",21153,US,City
1018520,Boyds,"Boyds,Maryland,United States",21153,US,City
1018521,Brandywine,"Brandywine,Maryland,United States",21153,US,City
1018522,Brentwood,"Brentwood,Maryland,United States",21153,US,City
1018523,Brookeville,"Brookeville,Maryland,United States",21153,US,City
1018524,Brooklandville,"Brooklandville,Maryland,United States",21153,US,City
1018525,Brooklyn,"Brooklyn,Maryland,United States",21153,US,City
1018526,Brownsville,"Brownsville,Maryland,United States",21153,US,City
1018527,Brunswick,"Brunswick,Maryland,United States",21153,US,City
1018528,Burtonsville,"Burtonsville,Maryland,United States",21153,US,City
1018529,Butler,"Butler,Maryland,United States",21153,US,City
1018530,Cabin John,"Cabin John,Maryland,United States",21153,US,City
1018531,California,"California,Maryland,United States",21153,US,City
1018532,Cambridge,"Cambridge,Maryland,United States",21153,US,City
1018533,Capitol Heights,"Capitol Heights,Maryland,United States",21153,US,City
1018534,Highfield-Cascade,"Highfield-Cascade,Maryland,United States",21153,US,City
1018535,Catonsville,"Catonsville,Maryland,United States",21153,US,City
1018536,Cecilton,"Cecilton,Maryland,United States",21153,US,City
1018537,Centreville,"Centreville,Maryland,United States",21153,US,City
1018538,Charlotte Hall,"Charlotte Hall,Maryland,United States",21153,US,City
1018539,Chase,"Chase,Maryland,United States",21153,US,City
1018540,Cheltenham,"Cheltenham,Maryland,United States",21153,US,City
1018541,Chesapeake Beach,"Chesapeake Beach,Maryland,United States",21153,US,City
1018542,Chester,"Chester,Maryland,United States",21153,US,City
1018543,Chestertown,"Chestertown,Maryland,United States",21153,US,City
1018544,Chevy Chase,"Chevy Chase,Maryland,United States",21153,US,City
1018545,Churchville,"Churchville,Maryland,United States",21153,US,City
1018546,Clarksburg,"Clarksburg,Maryland,United States",21153,US,City
1018547,Clarksville,"Clarksville,Maryland,United States",21153,US,City
1018548,Clinton,"Clinton,Maryland,United States",21153,US,City
1018549,Cockeysville,"Cockeysville,Maryland,United States",21153,US,City
1018550,College Park,"College Park,Maryland,United States",21153,US,City
1018551,Colora,"Colora,Maryland,United States",21153,US,City
1018552,Columbia,"Columbia,Maryland,United States",21153,US,City
1018553,Compton,"Compton,Maryland,United States",21153,US,City
1018554,Conowingo,"Conowingo,Maryland,United States",21153,US,City
1018555,Cooksville,"Cooksville,Maryland,United States",21153,US,City
1018556,Crisfield,"Crisfield,Maryland,United States",21153,US,City
1018557,Crofton,"Crofton,Maryland,United States",21153,US,City
1018558,Crownsville,"Crownsville,Maryland,United States",21153,US,City
1018559,Cumberland,"Cumberland,Maryland,United States",21153,US,City
1018560,Curtis Bay,"Curtis Bay,Maryland,United States",21153,US,City
1018561,Damascus,"Damascus,Maryland,United States",21153,US,City
1018562,Darlington,"Darlington,Maryland,United States",21153,US,City
1018563,Davidsonville,"Davidsonville,Maryland,United States",21153,US,City
1018564,Deal Island,"Deal Island,Maryland,United States",21153,US,City
1018565,Deale,"Deale,Maryland,United States",21153,US,City
1018566,Delmar,"Delmar,Maryland,United States",21153,US,City
1018567,Denton,"Denton,Maryland,United States",21153,US,City
1018568,Derwood,"Derwood,Maryland,United States",21153,US,City
1018569,District Heights,"District Heights,Maryland,United States",21153,US,City
1018570,Dundalk,"Dundalk,Maryland,United States",21153,US,City
1018571,Dunkirk,"Dunkirk,Maryland,United States",21153,US,City
1018572,East New Market,"East New Market,Maryland,United States",21153,US,City
1018573,Easton,"Easton,Maryland,United States",21153,US,City
1018574,Edgewater,"Edgewater,Maryland,United States",21153,US,City
1018575,Edgewood,"Edgewood,Maryland,United States",21153,US,City
1018576,Elkridge,"Elkridge,Maryland,United States",21153,US,City
1018577,Elkton,"Elkton,Maryland,United States",21153,US,City
1018578,Ellicott City,"Ellicott City,Maryland,United States",21153,US,City
1018579,Emmitsburg,"Emmitsburg,Maryland,United States",21153,US,City
1018580,Essex,"Essex,Maryland,United States",21153,US,City
1018581,Fallston,"Fallston,Maryland,United States",21153,US,City
1018582,Faulkner,"Faulkner,Maryland,United States",21153,US,City
1018583,Federalsburg,"Federalsburg,Maryland,United States",21153,US,City
1018584,Finksburg,"Finksburg,Maryland,United States",21153,US,City
1018585,Forest Hill,"Forest Hill,Maryland,United States",21153,US,City
1018586,Fork,"Fork,Maryland,United States",21153,US,City
1018587,Frederick,"Frederick,Maryland,United States",21153,US,City
1018588,Frostburg,"Frostburg,Maryland,United States",21153,US,City
1018589,Fruitland,"Fruitland,Maryland,United States",21153,US,City
1018590,Fort Meade,"Fort Meade,Maryland,United States",21153,US,City
1018591,Fort Washington,"Fort Washington,Maryland,United States",21153,US,City
1018592,Fulton,"Fulton,Maryland,United States",21153,US,City
1018593,Funkstown,"Funkstown,Maryland,United States",21153,US,City
1018594,Gaithersburg,"Gaithersburg,Maryland,United States",21153,US,City
1018595,Gambrills,"Gambrills,Maryland,United States",21153,US,City
1018596,Garrett,"Garrett,Maryland,United States",21153,US,County
1018597,Garrett Park,"Garrett Park,Maryland,United States",21153,US,City
1018598,Germantown,"Germantown,Maryland,United States",21153,US,City
1018599,Glen Arm,"Glen Arm,Maryland,United States",21153,US,City
1018600,Glen Burnie,"Glen Burnie,Maryland,United States",21153,US,City
1018601,Glen Echo,"Glen Echo,Maryland,United States",21153,US,City
1018602,Glenelg,"Glenelg,Maryland,United States",21153,US,City
1018603,Glenn Dale,"Glenn Dale,Maryland,United States",21153,US,City
1018604,Glenwood,"Glenwood,Maryland,United States",21153,US,City
1018605,Glyndon,"Glyndon,Maryland,United States",21153,US,City
1018606,Grasonville,"Grasonville,Maryland,United States",21153,US,City
1018607,Great Mills,"Great Mills,Maryland,United States",21153,US,City
1018608,Greenbelt,"Greenbelt,Maryland,United States",21153,US,City
1018609,Gunpowder,"Gunpowder,Maryland,United States",21153,US,City
1018610,Gwynn Oak,"Gwynn Oak,Maryland,United States",21153,US,City
1018611,Hagerstown,"Hagerstown,Maryland,United States",21153,US,City
1018612,Halethorpe,"Halethorpe,Maryland,United States",21153,US,City
1018613,Hampstead,"Hampstead,Maryland,United States",21153,US,City
1018614,Hanover,"Hanover,Maryland,United States",21153,US,City
1018615,Harwood,"Harwood,Maryland,United States",21153,US,City
1018616,Havre de Grace,"Havre de Grace,Maryland,United States",21153,US,City
1018617,Henderson,"Henderson,Maryland,United States",21153,US,City
1018618,Hollywood,"Hollywood,Maryland,United States",21153,US,City
1018619,Howard,"Howard,Maryland,United States",21153,US,County
1018620,Hughesville,"Hughesville,Maryland,United States",21153,US,City
1018621,Hunt Valley,"Hunt Valley,Maryland,United States",21153,US,City
1018622,Huntingtown,"Huntingtown,Maryland,United States",21153,US,City
1018623,Hurlock,"Hurlock,Maryland,United States",21153,US,City
1018624,Hyattsville,"Hyattsville,Maryland,United States",21153,US,City
1018625,Ijamsville,"Ijamsville,Maryland,United States",21153,US,City
1018626,Indian Head,"Indian Head,Maryland,United States",21153,US,City
1018627,Jarrettsville,"Jarrettsville,Maryland,United States",21153,US,City
1018628,Jefferson,"Jefferson,Maryland,United States",21153,US,City
1018629,Jessup,"Jessup,Maryland,United States",21153,US,City
1018630,Joppa,"Joppa,Maryland,United States",21153,US,City
1018631,Kensington,"Kensington,Maryland,United States",21153,US,City
1018632,Keymar,"Keymar,Maryland,United States",21153,US,City
1018633,Knoxville,"Knoxville,Maryland,United States",21153,US,City
1018634,La Plata,"La Plata,Maryland,United States",21153,US,City
1018635,Lanham,"Lanham,Maryland,United States",21153,US,City
1018636,Laurel,"Laurel,Maryland,United States",21153,US,City
1018637,Leonardtown,"Leonardtown,Maryland,United States",21153,US,City
1018638,Lexington Park,"Lexington Park,Maryland,United States",21153,US,City
1018639,Linthicum Heights,"Linthicum Heights,Maryland,United States",21153,US,City
1018640,Lisbon,"Lisbon,Maryland,United States",21153,US,City
1018641,Luke,"Luke,Maryland,United States",21153,US,City
1018642,Lusby,"Lusby,Maryland,United States",21153,US,City
1018643,Lutherville-Timonium,"Lutherville-Timonium,Maryland,United States",21153,US,City
1018644,Manchester,"Manchester,Maryland,United States",21153,US,City
1018645,Marriottsville,"Marriottsville,Maryland,United States",21153,US,City
1018646,Mayo,"Mayo,Maryland,United States",21153,US,City
1018647,McHenry,"McHenry,Maryland,United States",21153,US,City
1018648,McDaniel,"McDaniel,Maryland,United States",21153,US,City
1018649,Mechanicsville,"Mechanicsville,Maryland,United States",21153,US,City
1018650,Middle River,"Middle River,Maryland,United States",21153,US,City
1018651,Middletown,"Middletown,Maryland,United States",21153,US,City
1018652,Millersville,"Millersville,Maryland,United States",21153,US,City
1018653,Monkton,"Monkton,Maryland,United States",21153,US,City
1018654,Monrovia,"Monrovia,Maryland,United States",21153,US,City
1018655,Montgomery Village,"Montgomery Village,Maryland,United States",21153,US,City
1018656,Mount Airy,"Mount Airy,Maryland,United States",21153,US,City
1018657,Mount Rainier,"Mount Rainier,Maryland,United States",21153,US,City
1018658,Myersville,"Myersville,Maryland,United States",21153,US,City
1018660,Nanticoke,"Nanticoke,Maryland,United States",21153,US,City
1018661,New Market,"New Market,Maryland,United States",21153,US,City
1018662,New Windsor,"New Windsor,Maryland,United States",21153,US,City
1018663,Newark,"Newark,Maryland,United States",21153,US,City
1018664,North Beach,"North Beach,Maryland,United States",21153,US,City
1018665,North East,"North East,Maryland,United States",21153,US,City
1018666,Nottingham,"Nottingham,Maryland,United States",21153,US,City
1018667,Oakland,"Oakland,Maryland,United States",21153,US,City
1018668,Ocean City,"Ocean City,Maryland,United States",21153,US,City
1018669,Odenton,"Odenton,Maryland,United States",21153,US,City
1018670,Oldtown,"Oldtown,Maryland,United States",21153,US,City
1018671,Olney,"Olney,Maryland,United States",21153,US,City
1018672,Owings,"Owings,Maryland,United States",21153,US,City
1018673,Owings Mills,"Owings Mills,Maryland,United States",21153,US,City
1018674,Oxon Hill,"Oxon Hill,Maryland,United States",21153,US,City
1018675,Parkton,"Parkton,Maryland,United States",21153,US,City
1018676,Parkville,"Parkville,Maryland,United States",21153,US,City
1018677,Pasadena,"Pasadena,Maryland,United States",21153,US,City
1018678,Patuxent River,"Patuxent River,Maryland,United States",21153,US,City
1018679,Perry Hall,"Perry Hall,Maryland,United States",21153,US,City
1018680,Perryman,"Perryman,Maryland,United States",21153,US,City
1018681,Perryville,"Perryville,Maryland,United States",21153,US,City
1018682,Phoenix,"Phoenix,Maryland,United States",21153,US,City
1018683,Pikesville,"Pikesville,Maryland,United States",21153,US,City
1018684,Pocomoke City,"Pocomoke City,Maryland,United States",21153,US,City
1018685,Point of Rocks,"Point of Rocks,Maryland,United States",21153,US,City
1018686,Poolesville,"Poolesville,Maryland,United States",21153,US,City
1018687,Port Deposit,"Port Deposit,Maryland,United States",21153,US,City
1018688,Potomac,"Potomac,Maryland,United States",21153,US,City
1018689,Preston,"Preston,Maryland,United States",21153,US,City
1018690,Prince Frederick,"Prince Frederick,Maryland,United States",21153,US,City
1018691,Prince George's,"Prince George's,Maryland,United States",21153,US,County
1018692,Princess Anne,"Princess Anne,Maryland,United States",21153,US,City
1018693,Randallstown,"Randallstown,Maryland,United States",21153,US,City
1018694,Reisterstown,"Reisterstown,Maryland,United States",21153,US,City
1018695,Ridge,"Ridge,Maryland,United States",21153,US,City
1018696,Ridgely,"Ridgely,Maryland,United States",21153,US,City
1018697,Rising Sun,"Rising Sun,Maryland,United States",21153,US,City
1018698,Riverdale Park,"Riverdale Park,Maryland,United States",21153,US,City
1018699,Rock Point,"Rock Point,Maryland,United States",21153,US,City
1018700,Rockville,"Rockville,Maryland,United States",21153,US,City
1018701,Rosedale,"Rosedale,Maryland,United States",21153,US,City
1018702,Salisbury,"Salisbury,Maryland,United States",21153,US,City
1018703,Sandy Spring,"Sandy Spring,Maryland,United States",21153,US,City
1018704,Savage,"Savage,Maryland,United States",21153,US,City
1018705,Severn,"Severn,Maryland,United States",21153,US,City
1018706,Severna Park,"Severna Park,Maryland,United States",21153,US,City
1018707,Shady Side,"Shady Side,Maryland,United States",21153,US,City
1018708,Silver Spring,"Silver Spring,Maryland,United States",21153,US,City
1018709,Simpsonville,"Simpsonville,Maryland,United States",21153,US,City
1018710,Smithsburg,"Smithsburg,Maryland,United States",21153,US,City
1018711,Snow Hill,"Snow Hill,Maryland,United States",21153,US,City
1018712,Solomons,"Solomons,Maryland,United States",21153,US,City
1018713,Sparks Glencoe,"Sparks Glencoe,Maryland,United States",21153,US,City
1018714,Sparrows Point,"Sparrows Point,Maryland,United States",21153,US,City
1018715,Spencerville,"Spencerville,Maryland,United States",21153,US,City
1018716,Saint Inigoes,"Saint Inigoes,Maryland,United States",21153,US,City
1018717,St. Leonard,"St. Leonard,Maryland,United States",21153,US,City
1018718,Saint Marys City,"Saint Marys City,Maryland,United States",21153,US,City
1018719,St. Michaels,"St. Michaels,Maryland,United States",21153,US,City
1018720,Stevenson,"Stevenson,Maryland,United States",21153,US,City
1018721,Stevensville,"Stevensville,Maryland,United States",21153,US,City
1018722,Sudlersville,"Sudlersville,Maryland,United States",21153,US,City
1018723,Suitland-Silver Hill,"Suitland-Silver Hill,Maryland,United States",21153,US,City
1018724,Sykesville,"Sykesville,Maryland,United States",21153,US,City
1018725,Takoma Park,"Takoma Park,Maryland,United States",21153,US,City
1018726,Taneytown,"Taneytown,Maryland,United States",21153,US,City
1018727,Temple Hills,"Temple Hills,Maryland,United States",21153,US,City
1018728,Towson,"Towson,Maryland,United States",21153,US,City
1018729,Union Bridge,"Union Bridge,Maryland,United States",21153,US,City
1018730,Upper Marlboro,"Upper Marlboro,Maryland,United States",21153,US,City
1018731,Valley Lee,"Valley Lee,Maryland,United States",21153,US,City
1018732,Vienna,"Vienna,Maryland,United States",21153,US,City
1018733,Waldorf,"Waldorf,Maryland,United States",21153,US,City
1018734,Walkersville,"Walkersville,Maryland,United States",21153,US,City
1018735,Washington Grove,"Washington Grove,Maryland,United States",21153,US,City
1018736,West Friendship,"West Friendship,Maryland,United States",21153,US,City
1018737,West River,"West River,Maryland,United States",21153,US,City
1018738,Westernport,"Westernport,Maryland,United States",21153,US,City
1018739,Westminster,"Westminster,Maryland,United States",21153,US,City
