City Name,Criteria ID,DMA Region Name,DMA Region Code
Woodruff,1025686,"Greenville-Spartanburg, SC",567
Berea,9051588,"Greenville-Spartanburg, SC",567
Boiling Springs,9051614,"Greenville-Spartanburg, SC",567
Five Forks,9051949,"Greenville-Spartanburg, SC",567
Gantt,9052009,"Greenville-Spartanburg, SC",567
Golden Grove,9052037,"Greenville-Spartanburg, SC",567
Mills River,9052443,"Greenville-Spartanburg, SC",567
Powdersville,9052712,"Greenville-Spartanburg, SC",567
Reidville,9052739,"Greenville-Spartanburg, SC",567
Sans Souci,9052807,"Greenville-Spartanburg, SC",567
Southern Shops,9052892,"Greenville-Spartanburg, SC",567
Starr,9052927,"Greenville-Spartanburg, SC",567
Valley Falls,9053040,"Greenville-Spartanburg, SC",567
Wade Hampton,9053059,"Greenville-Spartanburg, SC",567
Welcome,9053095,"Greenville-Spartanburg, SC",567
Woodfin,9053201,"Greenville-Spartanburg, SC",567
Bridgewater,1027051,"Harrisonburg, VA",569
Broadway,1027054,"Harrisonburg, VA",569
Dayton,1027097,"Harrisonburg, VA",569
Deerfield,1027098,"Harrisonburg, VA",569
Elkton,1027111,"Harrisonburg, VA",569
Fishersville,1027124,"Harrisonburg, VA",569
Greenville,1027149,"Harrisonburg, VA",569
Grottoes,1027152,"Harrisonburg, VA",569
Harrisonburg,1027158,"Harrisonburg, VA",569
Hinton,1027166,"Harrisonburg, VA",569
McGaheysville,1027212,"Harrisonburg, VA",569
Staunton,1027293,"Harrisonburg, VA",569
Steeles Tavern,1027294,"Harrisonburg, VA",569
Stuarts Draft,1027299,"Harrisonburg, VA",569
Verona,1027315,"Harrisonburg, VA",569
Waynesboro,1027331,"Harrisonburg, VA",569
Weyers Cave,1027335,"Harrisonburg, VA",569
Franklin,1028342,"Harrisonburg, VA",569
Sugar Grove,1028425,"Harrisonburg, VA",569
Massanutten,9052401,"Harrisonburg, VA",569
Fairmont,1021105,"Florence-Myrtle Beach, SC",570
Laurinburg,1021183,"Florence-Myrtle Beach, SC",570
Lumberton,1021195,"Florence-Myrtle Beach, SC",570
Maxton,1021210,"Florence-Myrtle Beach, SC",570
Pembroke,1021259,"Florence-Myrtle Beach, SC",570
Red Springs,1021281,"Florence-Myrtle Beach, SC",570
Rex,1021283,"Florence-Myrtle Beach, SC",570
Wagram,1021349,"Florence-Myrtle Beach, SC",570
Bennettsville,1025508,"Florence-Myrtle Beach, SC",570
Conway,1025531,"Florence-Myrtle Beach, SC",570
Darlington,1025534,"Florence-Myrtle Beach, SC",570
Dillon,1025536,"Florence-Myrtle Beach, SC",570
Effingham,1025545,"Florence-Myrtle Beach, SC",570
Florence,1025551,"Florence-Myrtle Beach, SC",570
Green Sea,1025564,"Florence-Myrtle Beach, SC",570
Hamer,1025568,"Florence-Myrtle Beach, SC",570
Hartsville,1025571,"Florence-Myrtle Beach, SC",570
Johnsonville,1025588,"Florence-Myrtle Beach, SC",570
Lake City,1025595,"Florence-Myrtle Beach, SC",570
Lamar,1025596,"Florence-Myrtle Beach, SC",570
Latta,1025599,"Florence-Myrtle Beach, SC",570
Little River,1025604,"Florence-Myrtle Beach, SC",570
Loris,1025605,"Florence-Myrtle Beach, SC",570
Marion,1025610,"Florence-Myrtle Beach, SC",570
McColl,1025614,"Florence-Myrtle Beach, SC",570
Mullins,1025620,"Florence-Myrtle Beach, SC",570
Myrtle Beach,1025622,"Florence-Myrtle Beach, SC",570
North Myrtle Beach,1025629,"Florence-Myrtle Beach, SC",570
Pamplico,1025632,"Florence-Myrtle Beach, SC",570
Rains,1025642,"Florence-Myrtle Beach, SC",570
Scranton,1025655,"Florence-Myrtle Beach, SC",570
Timmonsville,1025670,"Florence-Myrtle Beach, SC",570
Wallace,1025677,"Florence-Myrtle Beach, SC",570
Aynor,9051535,"Florence-Myrtle Beach, SC",570
Carolina Forest,9051697,"Florence-Myrtle Beach, SC",570
Garden City,9052011,"Florence-Myrtle Beach, SC",570
Socastee,9052862,"Florence-Myrtle Beach, SC",570
Surfside Beach,9052950,"Florence-Myrtle Beach, SC",570
Arcadia,1014949,"Ft. Myers-Naples, FL",571
Boca Grande,1014958,"Ft. Myers-Naples, FL",571
Bonita Springs,1014961,"Ft. Myers-Naples, FL",571
Cape Coral,1014976,"Ft. Myers-Naples, FL",571
Clewiston,1014987,"Ft. Myers-Naples, FL",571
Estero,1015020,"Ft. Myers-Naples, FL",571
Fort Myers,1015029,"Ft. Myers-Naples, FL",571
Fort Myers Beach,1015030,"Ft. Myers-Naples, FL",571
Immokalee,1015060,"Ft. Myers-Naples, FL",571
LaBelle,1015079,"Ft. Myers-Naples, FL",571
Lehigh Acres,1015095,"Ft. Myers-Naples, FL",571
Marco Island,1015108,"Ft. Myers-Naples, FL",571
Naples,1015129,"Ft. Myers-Naples, FL",571
North Fort Myers,1015137,"Ft. Myers-Naples, FL",571
Placida,1015171,"Ft. Myers-Naples, FL",571
Port Charlotte,1015178,"Ft. Myers-Naples, FL",571
Punta Gorda,1015183,"Ft. Myers-Naples, FL",571
Sanibel,1015191,"Ft. Myers-Naples, FL",571
St. James City,1015205,"Ft. Myers-Naples, FL",571
Buckingham,9051662,"Ft. Myers-Naples, FL",571
Captiva,9051692,"Ft. Myers-Naples, FL",571
Cypress Lake,9051802,"Ft. Myers-Naples, FL",571
Gateway,9052019,"Ft. Myers-Naples, FL",571
Golden Gate,9052036,"Ft. Myers-Naples, FL",571
Harbour Heights,9052106,"Ft. Myers-Naples, FL",571
Iona,9052186,"Ft. Myers-Naples, FL",571
Lely Resort,9052313,"Ft. Myers-Naples, FL",571
North Naples,9052548,"Ft. Myers-Naples, FL",571
Orangetree,9052603,"Ft. Myers-Naples, FL",571
Rotonda West,9052777,"Ft. Myers-Naples, FL",571
San Carlos Park,9052797,"Ft. Myers-Naples, FL",571
Three Oaks,9052982,"Ft. Myers-Naples, FL",571
Villas,9053055,"Ft. Myers-Naples, FL",571
Vineyards,9053057,"Ft. Myers-Naples, FL",571
Afton,1027015,"Roanoke-Lynchburg, VA",573
Altavista,1027020,"Roanoke-Lynchburg, VA",573
Amherst,1027022,"Roanoke-Lynchburg, VA",573
Appomattox,1027024,"Roanoke-Lynchburg, VA",573
Bassett,1027033,"Roanoke-Lynchburg, VA",573
Bastian,1027034,"Roanoke-Lynchburg, VA",573
Bedford,1027036,"Roanoke-Lynchburg, VA",573
Bent Mountain,1027037,"Roanoke-Lynchburg, VA",573
Big Island,1027039,"Roanoke-Lynchburg, VA",573
Blacksburg,1027041,"Roanoke-Lynchburg, VA",573
Bland,1027043,"Roanoke-Lynchburg, VA",573
Brookneal,1027055,"Roanoke-Lynchburg, VA",573
Buchanan,1027056,"Roanoke-Lynchburg, VA",573
Buena Vista,1027058,"Roanoke-Lynchburg, VA",573
Charlotte Court House,1027069,"Roanoke-Lynchburg, VA",573
Chatham,1027072,"Roanoke-Lynchburg, VA",573
Christiansburg,1027077,"Roanoke-Lynchburg, VA",573
Clifton Forge,1027081,"Roanoke-Lynchburg, VA",573
Clover,1027083,"Roanoke-Lynchburg, VA",573
Cloverdale,1027084,"Roanoke-Lynchburg, VA",573
Collinsville,1027085,"Roanoke-Lynchburg, VA",573
Covington,1027089,"Roanoke-Lynchburg, VA",573
Daleville,1027095,"Roanoke-Lynchburg, VA",573
Danville,1027096,"Roanoke-Lynchburg, VA",573
Dublin,1027104,"Roanoke-Lynchburg, VA",573
Faber,1027115,"Roanoke-Lynchburg, VA",573
Ferrum,1027121,"Roanoke-Lynchburg, VA",573
Fieldale,1027122,"Roanoke-Lynchburg, VA",573
Fincastle,1027123,"Roanoke-Lynchburg, VA",573
Floyd,1027126,"Roanoke-Lynchburg, VA",573
Forest,1027127,"Roanoke-Lynchburg, VA",573
Galax,1027138,"Roanoke-Lynchburg, VA",573
Gretna,1027150,"Roanoke-Lynchburg, VA",573
Halifax,1027154,"Roanoke-Lynchburg, VA",573
Hillsville,1027165,"Roanoke-Lynchburg, VA",573
Hot Springs,1027169,"Roanoke-Lynchburg, VA",573
Huddleston,1027170,"Roanoke-Lynchburg, VA",573
Independence,1027171,"Roanoke-Lynchburg, VA",573
Lexington,1027189,"Roanoke-Lynchburg, VA",573
Lovingston,1027197,"Roanoke-Lynchburg, VA",573
Low Moor,1027198,"Roanoke-Lynchburg, VA",573
Lynchburg,1027201,"Roanoke-Lynchburg, VA",573
Madison Heights,1027204,"Roanoke-Lynchburg, VA",573
Martinsville,1027210,"Roanoke-Lynchburg, VA",573
Monterey,1027224,"Roanoke-Lynchburg, VA",573
Narrows,1027227,"Roanoke-Lynchburg, VA",573
Natural Bridge,1027229,"Roanoke-Lynchburg, VA",573
Nellysford,1027230,"Roanoke-Lynchburg, VA",573
New Castle,1027231,"Roanoke-Lynchburg, VA",573
New River,1027235,"Roanoke-Lynchburg, VA",573
Norwood,1027241,"Roanoke-Lynchburg, VA",573
Pearisburg,1027250,"Roanoke-Lynchburg, VA",573
Pembroke,1027251,"Roanoke-Lynchburg, VA",573
Pulaski,1027260,"Roanoke-Lynchburg, VA",573
Radford,1027264,"Roanoke-Lynchburg, VA",573
Rich Creek,1027268,"Roanoke-Lynchburg, VA",573
Roanoke,1027271,"Roanoke-Lynchburg, VA",573
Rocky Mount,1027273,"Roanoke-Lynchburg, VA",573
Rustburg,1027276,"Roanoke-Lynchburg, VA",573
Salem,1027277,"Roanoke-Lynchburg, VA",573
Shawsville,1027282,"Roanoke-Lynchburg, VA",573
South Boston,1027285,"Roanoke-Lynchburg, VA",573
Sweet Briar,1027304,"Roanoke-Lynchburg, VA",573
Troutville,1027310,"Roanoke-Lynchburg, VA",573
Vinton,1027318,"Roanoke-Lynchburg, VA",573
Virgilina,1027319,"Roanoke-Lynchburg, VA",573
Warm Springs,1027324,"Roanoke-Lynchburg, VA",573
Williamsville,1027338,"Roanoke-Lynchburg, VA",573
Wirtz,1027340,"Roanoke-Lynchburg, VA",573
Woodlawn,1027344,"Roanoke-Lynchburg, VA",573
Wytheville,1027346,"Roanoke-Lynchburg, VA",573
Green Bank,1028350,"Roanoke-Lynchburg, VA",573
Marlinton,1028376,"Roanoke-Lynchburg, VA",573
Snowshoe,1028419,"Roanoke-Lynchburg, VA",573
Cave Spring,9051704,"Roanoke-Lynchburg, VA",573
Hollins,9052145,"Roanoke-Lynchburg, VA",573
Timberlake,9052987,"Roanoke-Lynchburg, VA",573
Aaronsburg,1024609,"Johnstown-Altoona, PA",574
Addison,1024615,"Johnstown-Altoona, PA",574
Altoona,1024622,"Johnstown-Altoona, PA",574
Anita,1024625,"Johnstown-Altoona, PA",574
Bedford,1024650,"Johnstown-Altoona, PA",574
Bellefonte,1024653,"Johnstown-Altoona, PA",574
Bellwood,1024655,"Johnstown-Altoona, PA",574
Berlin,1024660,"Johnstown-Altoona, PA",574
Bigler,1024668,"Johnstown-Altoona, PA",574
Boalsburg,1024678,"Johnstown-Altoona, PA",574
Boswell,1024681,"Johnstown-Altoona, PA",574
Breezewood,1024688,"Johnstown-Altoona, PA",574
Broad Top City,1024693,"Johnstown-Altoona, PA",574
Brockport,1024694,"Johnstown-Altoona, PA",574
Brockway,1024695,"Johnstown-Altoona, PA",574
Brookville,1024698,"Johnstown-Altoona, PA",574
Buffalo Mills,1024703,"Johnstown-Altoona, PA",574
Byrnedale,1024707,"Johnstown-Altoona, PA",574
Cairnbrook,1024708,"Johnstown-Altoona, PA",574
Carrolltown,1024720,"Johnstown-Altoona, PA",574
Central City,1024725,"Johnstown-Altoona, PA",574
Centre Hall,1024726,"Johnstown-Altoona, PA",574
Claysburg,1024741,"Johnstown-Altoona, PA",574
Clearfield,1024743,"Johnstown-Altoona, PA",574
Confluence,1024758,"Johnstown-Altoona, PA",574
Curwensville,1024781,"Johnstown-Altoona, PA",574
Davidsville,1024791,"Johnstown-Altoona, PA",574
Du Bois,1024808,"Johnstown-Altoona, PA",574
Duncansville,1024812,"Johnstown-Altoona, PA",574
East Freedom,1024817,"Johnstown-Altoona, PA",574
Ebensburg,1024823,"Johnstown-Altoona, PA",574
Emporium,1024838,"Johnstown-Altoona, PA",574
Everett,1024845,"Johnstown-Altoona, PA",574
Ferndale,1024857,"Johnstown-Altoona, PA",574
Fishertown,1024858,"Johnstown-Altoona, PA",574
Friedens,1024878,"Johnstown-Altoona, PA",574
Hastings,1024925,"Johnstown-Altoona, PA",574
Hollidaysburg,1024940,"Johnstown-Altoona, PA",574
Hollsopple,1024941,"Johnstown-Altoona, PA",574
Houtzdale,1024950,"Johnstown-Altoona, PA",574
Howard,1024951,"Johnstown-Altoona, PA",574
Huntingdon,1024954,"Johnstown-Altoona, PA",574
James City,1024965,"Johnstown-Altoona, PA",574
Jerome,1024972,"Johnstown-Altoona, PA",574
Johnstown,1024976,"Johnstown-Altoona, PA",574
Lemont,1025018,"Johnstown-Altoona, PA",574
Loretto,1025035,"Johnstown-Altoona, PA",574
Loysburg,1025036,"Johnstown-Altoona, PA",574
Mahaffey,1025041,"Johnstown-Altoona, PA",574
Meyersdale,1025077,"Johnstown-Altoona, PA",574
Milesburg,1025085,"Johnstown-Altoona, PA",574
Millheim,1025090,"Johnstown-Altoona, PA",574
Mount Union,1025117,"Johnstown-Altoona, PA",574
Nanty Glo,1025125,"Johnstown-Altoona, PA",574
New Enterprise,1025137,"Johnstown-Altoona, PA",574
Northern Cambria,1025158,"Johnstown-Altoona, PA",574
Orbisonia,1025170,"Johnstown-Altoona, PA",574
Osceola Mills,1025176,"Johnstown-Altoona, PA",574
Patton,1025185,"Johnstown-Altoona, PA",574
Petersburg,1025196,"Johnstown-Altoona, PA",574
Philipsburg,1025198,"Johnstown-Altoona, PA",574
Punxsutawney,1025217,"Johnstown-Altoona, PA",574
Reynoldsville,1025229,"Johnstown-Altoona, PA",574
Ridgway,1025234,"Johnstown-Altoona, PA",574
Ringgold,1025238,"Johnstown-Altoona, PA",574
Roaring Spring,1025239,"Johnstown-Altoona, PA",574
Rockhill,1025243,"Johnstown-Altoona, PA",574
Rockwood,1025244,"Johnstown-Altoona, PA",574
Saxton,1025256,"Johnstown-Altoona, PA",574
Shanksville,1025273,"Johnstown-Altoona, PA",574
Sidman,1025284,"Johnstown-Altoona, PA",574
Snow Shoe,1025293,"Johnstown-Altoona, PA",574
Somerset,1025294,"Johnstown-Altoona, PA",574
Spangler,1025300,"Johnstown-Altoona, PA",574
Spring Mills,1025306,"Johnstown-Altoona, PA",574
St. Marys,1025311,"Johnstown-Altoona, PA",574
Saint Michael,1025312,"Johnstown-Altoona, PA",574
State College,1025314,"Johnstown-Altoona, PA",574
Tipton,1025336,"Johnstown-Altoona, PA",574
Tyrone,1025350,"Johnstown-Altoona, PA",574
University Park,1025354,"Johnstown-Altoona, PA",574
Vintondale,1025367,"Johnstown-Altoona, PA",574
Wallaceton,1025369,"Johnstown-Altoona, PA",574
Warriors Mark,1025378,"Johnstown-Altoona, PA",574
West Decatur,1025393,"Johnstown-Altoona, PA",574
Westover,1025401,"Johnstown-Altoona, PA",574
Williamsburg,1025407,"Johnstown-Altoona, PA",574
Wilmore,1025414,"Johnstown-Altoona, PA",574
Park Forest Village,9052639,"Johnstown-Altoona, PA",574
Portage,9052705,"Johnstown-Altoona, PA",574
Westmont,9053140,"Johnstown-Altoona, PA",574
Windber,9053181,"Johnstown-Altoona, PA",574
Zion,9053231,"Johnstown-Altoona, PA",574
Chatsworth,1015293,"Chattanooga, TN",575
Chickamauga,1015294,"Chattanooga, TN",575
Dalton,1015319,"Chattanooga, TN",575
Fort Oglethorpe,1015359,"Chattanooga, TN",575
LaFayette,1015403,"Chattanooga, TN",575
Lookout Mountain,1015420,"Chattanooga, TN",575
Menlo,1015435,"Chattanooga, TN",575
Ringgold,1015487,"Chattanooga, TN",575
Rock Springs,1015491,"Chattanooga, TN",575
Rossville,1015495,"Chattanooga, TN",575
Summerville,1015520,"Chattanooga, TN",575
Trenton,1015535,"Chattanooga, TN",575
Trion,1015536,"Chattanooga, TN",575
Tunnel Hill,1015538,"Chattanooga, TN",575
Andrews,1020986,"Chattanooga, TN",575
Marble,1021203,"Chattanooga, TN",575
Murphy,1021235,"Chattanooga, TN",575
Altamont,1025909,"Chattanooga, TN",575
Athens,1025915,"Chattanooga, TN",575
Benton,1025920,"Chattanooga, TN",575
Chattanooga,1025943,"Chattanooga, TN",575
Cleveland,1025947,"Chattanooga, TN",575
Coalmont,1025950,"Chattanooga, TN",575
Collegedale,1025951,"Chattanooga, TN",575
Copperhill,1025955,"Chattanooga, TN",575
Dayton,1025968,"Chattanooga, TN",575
Decatur,1025969,"Chattanooga, TN",575
Ducktown,1025977,"Chattanooga, TN",575
Dunlap,1025978,"Chattanooga, TN",575
Evensville,1025986,"Chattanooga, TN",575
Georgetown,1025998,"Chattanooga, TN",575
Graysville,1026003,"Chattanooga, TN",575
Hixson,1026018,"Chattanooga, TN",575
Jasper,1026029,"Chattanooga, TN",575
Old Fort,1026093,"Chattanooga, TN",575
Ooltewah,1026096,"Chattanooga, TN",575
Palmer,1026098,"Chattanooga, TN",575
Pelham,1026102,"Chattanooga, TN",575
Pikeville,1026106,"Chattanooga, TN",575
Sale Creek,1026122,"Chattanooga, TN",575
Signal Mountain,1026130,"Chattanooga, TN",575
Soddy-Daisy,1026133,"Chattanooga, TN",575
Tracy City,1026149,"Chattanooga, TN",575
Turtletown,1026153,"Chattanooga, TN",575
East Ridge,9051881,"Chattanooga, TN",575
Red Bank,9052733,"Chattanooga, TN",575
South Pittsburg,9052880,"Chattanooga, TN",575
Bethany Beach,1014897,"Salisbury, MD",576
Bridgeville,1014898,"Salisbury, MD",576
Dagsboro,1014903,"Salisbury, MD",576
Delmar,1014905,"Salisbury, MD",576
Fenwick Island,1014909,"Salisbury, MD",576
Georgetown,1014911,"Salisbury, MD",576
Greenwood,1014912,"Salisbury, MD",576
Laurel,1014918,"Salisbury, MD",576
Lewes,1014919,"Salisbury, MD",576
Millsboro,1014924,"Salisbury, MD",576
Milton,1014925,"Salisbury, MD",576
Ocean View,1014928,"Salisbury, MD",576
Rehoboth Beach,1014930,"Salisbury, MD",576
Seaford,1014932,"Salisbury, MD",576
Selbyville,1014933,"Salisbury, MD",576
Berlin,1018515,"Salisbury, MD",576
Cambridge,1018532,"Salisbury, MD",576
Crisfield,1018556,"Salisbury, MD",576
Deal Island,1018564,"Salisbury, MD",576
Delmar,1018566,"Salisbury, MD",576
East New Market,1018572,"Salisbury, MD",576
Fruitland,1018589,"Salisbury, MD",576
Hurlock,1018623,"Salisbury, MD",576
Nanticoke,1018660,"Salisbury, MD",576
Newark,1018663,"Salisbury, MD",576
Ocean City,1018668,"Salisbury, MD",576
Pocomoke City,1018684,"Salisbury, MD",576
Princess Anne,1018692,"Salisbury, MD",576
Salisbury,1018702,"Salisbury, MD",576
Snow Hill,1018711,"Salisbury, MD",576
Vienna,1018732,"Salisbury, MD",576
Westover,1018740,"Salisbury, MD",576
Willards,1018745,"Salisbury, MD",576
Long Neck,9052347,"Salisbury, MD",576
Ocean Pines,9052590,"Salisbury, MD",576
Archbald,1024628,"Wilkes Barre-Scranton, PA",577
Ashland,1024631,"Wilkes Barre-Scranton, PA",577
Athens,1024634,"Wilkes Barre-Scranton, PA",577
Auburn,1024635,"Wilkes Barre-Scranton, PA",577
Barnesville,1024642,"Wilkes Barre-Scranton, PA",577
Bartonsville,1024644,"Wilkes Barre-Scranton, PA",577
Beavertown,1024648,"Wilkes Barre-Scranton, PA",577
Benton,1024659,"Wilkes Barre-Scranton, PA",577
Berwick,1024662,"Wilkes Barre-Scranton, PA",577
Bloomsburg,1024675,"Wilkes Barre-Scranton, PA",577
Brodheadsville,1024696,"Wilkes Barre-Scranton, PA",577
Canadensis,1024713,"Wilkes Barre-Scranton, PA",577
Canton,1024715,"Wilkes Barre-Scranton, PA",577
Carbondale,1024716,"Wilkes Barre-Scranton, PA",577
Catawissa,1024723,"Wilkes Barre-Scranton, PA",577
Clarks Summit,1024740,"Wilkes Barre-Scranton, PA",577
Coal Township,1024748,"Wilkes Barre-Scranton, PA",577
Conyngham,1024762,"Wilkes Barre-Scranton, PA",577
Cresco,1024773,"Wilkes Barre-Scranton, PA",577
Cressona,1024774,"Wilkes Barre-Scranton, PA",577
Dallas,1024783,"Wilkes Barre-Scranton, PA",577
Danville,1024787,"Wilkes Barre-Scranton, PA",577
Delaware Water Gap,1024792,"Wilkes Barre-Scranton, PA",577
Dickson City,1024797,"Wilkes Barre-Scranton, PA",577
Dimock,1024799,"Wilkes Barre-Scranton, PA",577
Duryea,1024814,"Wilkes Barre-Scranton, PA",577
Dushore,1024815,"Wilkes Barre-Scranton, PA",577
East Stroudsburg,1024821,"Wilkes Barre-Scranton, PA",577
Elysburg,1024835,"Wilkes Barre-Scranton, PA",577
Factoryville,1024848,"Wilkes Barre-Scranton, PA",577
Forest City,1024866,"Wilkes Barre-Scranton, PA",577
Frackville,1024869,"Wilkes Barre-Scranton, PA",577
Freeland,1024876,"Wilkes Barre-Scranton, PA",577
Gillett,1024890,"Wilkes Barre-Scranton, PA",577
Gowen City,1024902,"Wilkes Barre-Scranton, PA",577
Harveys Lake,1024924,"Wilkes Barre-Scranton, PA",577
Hawley,1024930,"Wilkes Barre-Scranton, PA",577
Hazleton,1024931,"Wilkes Barre-Scranton, PA",577
Hegins,1024932,"Wilkes Barre-Scranton, PA",577
Herndon,1024936,"Wilkes Barre-Scranton, PA",577
Honesdale,1024945,"Wilkes Barre-Scranton, PA",577
Hop Bottom,1024947,"Wilkes Barre-Scranton, PA",577
Huntington Mills,1024956,"Wilkes Barre-Scranton, PA",577
Jermyn,1024971,"Wilkes Barre-Scranton, PA",577
Jersey Shore,1024973,"Wilkes Barre-Scranton, PA",577
Jessup,1024974,"Wilkes Barre-Scranton, PA",577
Jim Thorpe,1024975,"Wilkes Barre-Scranton, PA",577
Kingston,1024986,"Wilkes Barre-Scranton, PA",577
Klingerstown,1024990,"Wilkes Barre-Scranton, PA",577
Kresgeville,1024992,"Wilkes Barre-Scranton, PA",577
La Plume,1024995,"Wilkes Barre-Scranton, PA",577
Lairdsville,1024997,"Wilkes Barre-Scranton, PA",577
Lake Ariel,1024998,"Wilkes Barre-Scranton, PA",577
Lansford,1025007,"Wilkes Barre-Scranton, PA",577
Laporte,1025008,"Wilkes Barre-Scranton, PA",577
Lehighton,1025016,"Wilkes Barre-Scranton, PA",577
Lehman,1025017,"Wilkes Barre-Scranton, PA",577
Lewisburg,1025026,"Wilkes Barre-Scranton, PA",577
Lock Haven,1025034,"Wilkes Barre-Scranton, PA",577
Mahanoy City,1025042,"Wilkes Barre-Scranton, PA",577
Marlin,1025050,"Wilkes Barre-Scranton, PA",577
Meshoppen,1025076,"Wilkes Barre-Scranton, PA",577
Middleburg,1025078,"Wilkes Barre-Scranton, PA",577
Mifflinburg,1025082,"Wilkes Barre-Scranton, PA",577
Milanville,1025084,"Wilkes Barre-Scranton, PA",577
Mill Hall,1025087,"Wilkes Barre-Scranton, PA",577
Millville,1025091,"Wilkes Barre-Scranton, PA",577
Milton,1025093,"Wilkes Barre-Scranton, PA",577
Minisink Hills,1025094,"Wilkes Barre-Scranton, PA",577
Monroe,1025099,"Wilkes Barre-Scranton, PA",577
Montgomery,1025102,"Wilkes Barre-Scranton, PA",577
Montoursville,1025104,"Wilkes Barre-Scranton, PA",577
Montrose,1025105,"Wilkes Barre-Scranton, PA",577
Moosic,1025106,"Wilkes Barre-Scranton, PA",577
Moscow,1025111,"Wilkes Barre-Scranton, PA",577
Mount Carmel,1025112,"Wilkes Barre-Scranton, PA",577
Mount Pocono,1025116,"Wilkes Barre-Scranton, PA",577
Mountain Top,1025118,"Wilkes Barre-Scranton, PA",577
Mountainhome,1025119,"Wilkes Barre-Scranton, PA",577
Muncy,1025121,"Wilkes Barre-Scranton, PA",577
Nanticoke,1025124,"Wilkes Barre-Scranton, PA",577
Nesquehoning,1025129,"Wilkes Barre-Scranton, PA",577
New Berlin,1025131,"Wilkes Barre-Scranton, PA",577
New Philadelphia,1025144,"Wilkes Barre-Scranton, PA",577
Nicholson,1025152,"Wilkes Barre-Scranton, PA",577
Northumberland,1025159,"Wilkes Barre-Scranton, PA",577
Olyphant,1025168,"Wilkes Barre-Scranton, PA",577
Orangeville,1025169,"Wilkes Barre-Scranton, PA",577
Orwigsburg,1025175,"Wilkes Barre-Scranton, PA",577
Palmerton,1025179,"Wilkes Barre-Scranton, PA",577
Paxinos,1025186,"Wilkes Barre-Scranton, PA",577
Peckville,1025189,"Wilkes Barre-Scranton, PA",577
Pine Grove,1025200,"Wilkes Barre-Scranton, PA",577
Pittston,1025203,"Wilkes Barre-Scranton, PA",577
Plymouth,1025206,"Wilkes Barre-Scranton, PA",577
Pocono Lake,1025208,"Wilkes Barre-Scranton, PA",577
Pocono Manor,1025209,"Wilkes Barre-Scranton, PA",577
Pottsville,1025215,"Wilkes Barre-Scranton, PA",577
Ralston,1025221,"Wilkes Barre-Scranton, PA",577
Rebuck,1025223,"Wilkes Barre-Scranton, PA",577
Rome,1025245,"Wilkes Barre-Scranton, PA",577
Sacramento,1025250,"Wilkes Barre-Scranton, PA",577
Sayre,1025257,"Wilkes Barre-Scranton, PA",577
Schuylkill Haven,1025259,"Wilkes Barre-Scranton, PA",577
Scotrun,1025262,"Wilkes Barre-Scranton, PA",577
Scranton,1025264,"Wilkes Barre-Scranton, PA",577
Selinsgrove,1025265,"Wilkes Barre-Scranton, PA",577
Shamokin,1025271,"Wilkes Barre-Scranton, PA",577
Shamokin Dam,1025272,"Wilkes Barre-Scranton, PA",577
Shavertown,1025277,"Wilkes Barre-Scranton, PA",577
Shenandoah,1025278,"Wilkes Barre-Scranton, PA",577
Shickshinny,1025279,"Wilkes Barre-Scranton, PA",577
South Canaan,1025296,"Wilkes Barre-Scranton, PA",577
Saint Clair,1025310,"Wilkes Barre-Scranton, PA",577
Stroudsburg,1025320,"Wilkes Barre-Scranton, PA",577
Summit Hill,1025322,"Wilkes Barre-Scranton, PA",577
Sunbury,1025323,"Wilkes Barre-Scranton, PA",577
Susquehanna,1025324,"Wilkes Barre-Scranton, PA",577
Swiftwater,1025326,"Wilkes Barre-Scranton, PA",577
Tamaqua,1025327,"Wilkes Barre-Scranton, PA",577
Tannersville,1025328,"Wilkes Barre-Scranton, PA",577
Tobyhanna,1025338,"Wilkes Barre-Scranton, PA",577
Towanda,1025340,"Wilkes Barre-Scranton, PA",577
Tower City,1025341,"Wilkes Barre-Scranton, PA",577
Trevorton,1025344,"Wilkes Barre-Scranton, PA",577
Trout Run,1025346,"Wilkes Barre-Scranton, PA",577
Troy,1025347,"Wilkes Barre-Scranton, PA",577
Tunkhannock,1025348,"Wilkes Barre-Scranton, PA",577
Valley View,1025360,"Wilkes Barre-Scranton, PA",577
Wapwallopen,1025372,"Wilkes Barre-Scranton, PA",577
Watsontown,1025383,"Wilkes Barre-Scranton, PA",577
Waymart,1025384,"Wilkes Barre-Scranton, PA",577
Weatherly,1025388,"Wilkes Barre-Scranton, PA",577
Wilkes-Barre,1025406,"Wilkes Barre-Scranton, PA",577
Williamsport,1025408,"Wilkes Barre-Scranton, PA",577
Wyalusing,1025420,"Wilkes Barre-Scranton, PA",577
Wyoming,1025424,"Wilkes Barre-Scranton, PA",577
Wysox,1025425,"Wilkes Barre-Scranton, PA",577
Arlington Heights,9051523,"Wilkes Barre-Scranton, PA",577
Dunmore,9051850,"Wilkes Barre-Scranton, PA",577
Exeter,9051919,"Wilkes Barre-Scranton, PA",577
Mount Cobb,9052482,"Wilkes Barre-Scranton, PA",577
New Milford,9052515,"Wilkes Barre-Scranton, PA",577
Pocono Pines,9052693,"Wilkes Barre-Scranton, PA",577
Renovo,9052740,"Wilkes Barre-Scranton, PA",577
White Haven,9053150,"Wilkes Barre-Scranton, PA",577
